OBJECTID,BUSINESSNAME,PRINCIPALOWNER,EXPIRATIONDATE,GIS_LAST_MOD_DTTM,WEBSITE,WARD,STARTDATE,PROPOSALPOINTS,PHONE,OTHERCERTIFICATIONS,ORGANIZATIONTYPE,FAX,EMAIL,DATEESTABLISHED,CONTACTNAME,CERTIFICATIONNUMBER,BUSINESSDESC,BIDPRICEREDUCTION,ADDRESS,SBE,CATEGORIES,MAR_ID,XCOORD,YCOORD,LATITUDE,LONGITUDE
124,"Citywide Solutions, LLC",Chris Donatelli,2022-01-28T00:00:00.000Z,2019-02-08T05:02:22.000Z,,1,2019-01-28T00:00:00.000Z,12,703 400-2022,,LLC,,jsadlack@dkdevelopment.com,2018-09-27T00:00:00.000Z,Jason Sadlack,LSZR00123012022,"Property Management, Development, Construction, and Real Estate Consulting",.12,1400 IRVING STREET NW Washington DC 20010 ,true,"Local Business Enterprise (LBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);Resident Owned Business (ROB);",302718,397084.72,140072.09,38.9285226560397,-77.0336213540727
125,Dranref LLC d/b/a Business Transformation Group (BTG),Joseph Lewis,2021-07-23T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.btgworks.com,2,2018-07-23T00:00:00.000Z,12,2027470021,,LLC,,joelewis@btgworks.com,2004-04-01T00:00:00.000Z,Joseph Lewis,LSZR65188072021,"At BTG, our entire business model and suite of exclusive software have been designed with our clients in mind to provide superior solutions that are customized, cost-effective, and results-oriented.\r\nPublic and private sector clients of all sizes trust us to apply transformative practices to meet their business needs. With decades of expertise in inclusion programs, operations, management, and strategy services - weve built on our past successes and formalized them into the effective methodology and unique software solutions that make up our service offerings.",.12,1300 I STREET NW WASHINGTON DC 20005 ,true,"Local Business Enterprise (LBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);Resident Owned Business (ROB);",240649,397367.56,137015.98,38.9009930899946,-77.0303476990004
126,Dream Factory Cooperative DC,"John Page;Monty Campbell;Justin Franks",2021-03-05T00:00:00.000Z,2019-02-08T05:02:22.000Z,,1,2018-03-05T00:00:00.000Z,12,2023526952,,Corporation,,john.h.page@gmail.com,2018-01-01T00:00:00.000Z,John Page,LSZR96934032021,"The company is primarily a Workforce Development organization. As a Cooperative, its members provide services ranging from Consulting through training and management. As the Cooperative grows it will provide labor services that its members wish to provide which may, for example, be cleaning and janitorial services, distribution services, IT and computer-related services.",,2301 GEORGIA AVENUE NW Washington DC 20001 ,true,"Local Business Enterprise (LBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);Resident Owned Business (ROB);",229522,398125.08,139193.22,38.920608351589,-77.0216206856763
127,Duffel Bag Marketing LLC,"Matthew McCall;David Nellis",2021-12-20T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.duffelbagmarketing.com,4,2018-12-20T00:00:00.000Z,12,202-878-9686,,LLC,,matt@duffelbagmarketing.com,2018-04-12T00:00:00.000Z,Matthew McCall,LSDRV57131122021,"Advertising, Marketing & Public Relations",.12,1406 JONQUIL STREET NW Washington DC 20012 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Veteran Owned Business (VOB);Small Business Enterprise (SBE);Resident Owned Business (ROB);",258081,397061.03,146226.94,38.9839670809616,-77.0339209418972
128,Dulles Group for Management and Technical Services LLC,Tariq Hamid,2022-01-28T00:00:00.000Z,2019-02-08T05:02:22.000Z,,6,2019-01-28T00:00:00.000Z,7,2027498635,,LLC,,thamid@dgmtsdc.com,2018-01-15T00:00:00.000Z,Tariq Hamid,LSZ80059012022,"We provide construction inspection, third party inspection, special inspection, construction management, and geotechnical engineering services.",.07,100 M STREET SE Washington DC 20003 ,true,"Local Business Enterprise (LBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);",76100,399536.61,134324.62,38.8767521262916,-77.0053403088856
129,Dynamic Contracting Inc,"Maria Cartagena;Herminia P Orellana",2019-07-29T00:00:00.000Z,2019-02-08T05:02:22.000Z,,2,2016-07-29T00:00:00.000Z,9,2024085009,,Corporation,2024085006,mariac@dynamic-contracting.com,2009-03-23T00:00:00.000Z,Maria Cartagena,LSDZ13955072019,"Provide services in commercial construction and development & specializing in drywall acoustical ceiling, carpentry and demoliitions",,1012 14TH STREET NW WASHINGTON DC 20005 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);",240262,397190.06,137260.45,38.9031948129394,-77.0323949817134
130,Dynamic PSG,Ruel Harriott,2019-05-12T00:00:00.000Z,2019-02-08T05:02:22.000Z,,4,2016-04-14T00:00:00.000Z,9,2024802149,,LLC,,cpeterson@dynamic-psg.com,2015-03-20T00:00:00.000Z,R George Harriott,LSDV62121052019,"Sales, installation and restoration of fixed seating, hand/guard rails and demountable platforms.",.09,7600 GEORGIA AVENUE NW Washington DC 20012 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Veteran Owned Business (VOB);Small Business Enterprise (SBE);",253572,397662.83,146026.13,38.9821599495394,-77.0269744149712
131,Nai Xander,Alicia Jefferson,2022-02-04T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.naixander.com,4,2019-02-04T00:00:00.000Z,12,2022415859,,Corporation,,ajefferson@naixander.com,2010-05-10T00:00:00.000Z,Alicia Jefferson,LSDR84168022022,"Nai Xander is a 3D technology consulting and services company. Our focus is on assisting businesses, institutions, and schools on how to apply 3D technology to meet current and future needs.  We provide 3D consulting, training, printing, scanning and modeling services for products, prototypes, architectural models and addictive manufacturing solutions. We are also VAR resellers that sell 3D hardware and accessories such as 3D printers, filament, and supplies.",.12,5724 BLAIR ROAD NW Washington DC 20011 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);Resident Owned Business (ROB);",245660,399185.46,143533.35,38.959707129225,-77.0093980404181
132,"Nation Parking, LLC","Hanna Meskelu;Sam Meskelu",2019-12-21T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.nationparking.com,2,2016-12-09T00:00:00.000Z,9,2022160093,,LLC,2022160101,hanna@nationparking.com,2006-12-05T00:00:00.000Z,Hanna Meskelu,LSDZ85328122019,"Nation Parking is the capitals premier parking solution. We are open 7 days a week and offer 6 convenient locations throughout the metro area to service you. Nation Parking caters to the business traveler with convenient hours to fit any early morning or late night at work. Nation Parking also trades as Nation Cleaning and provides complete office janitorial, cleaning, and management services.",,1101 NEW YORK AVENUE NW WASHINGTON DC 20005 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);",300316,397611.41,137091.81,38.9016768900601,-77.0275367738653
133,National Corrections & Rehabilitation Corporation,Joseph Johnson,2020-01-24T00:00:00.000Z,2019-02-08T05:02:22.000Z,,6,2017-01-24T00:00:00.000Z,7,2024667172,,Corporation,,,1994-03-31T00:00:00.000Z,Joseph Johnson,LSZ80947012020,electronic monitors devices for prisioner,,1411 H STREET NE WASHINGTON DC 20002 ,true,"Local Business Enterprise (LBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);",277582,401295.54,136909.74,38.9000390290913,-76.9850647568128
134,I.S. Enterprises,"Italo Rodriguez;Eduardo Migues",2022-01-12T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.isenterprises.net,6,2019-01-12T00:00:00.000Z,12,2023886799,,Corporation,2025549716,eddie@isenterprises.net,1998-11-01T00:00:00.000Z,Italo Rodriguez,LSDR82828012022,General contractor specializing in new construction. Built number of multi unit dwellings and single family homes in DC area.,.12,1324 H STREET NE WASHINGTON DC 20002 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);Resident Owned Business (ROB);",67520,401097.68,136948.19,38.9003856697983,-76.9873456648298
135,"National Speech/Language Therapy Center, Inc.",Sabra Gelford,2021-12-18T00:00:00.000Z,2019-02-08T05:02:22.000Z,nationalspeech.com,6,2018-12-18T00:00:00.000Z,5,3014930023,,Corporation,3014938320,sabra@nationalspeech.com,2000-01-10T00:00:00.000Z,Sabra Gelfond,LS87265122021,"National Speech is a family oriented practice specializing in the evaluation and treatment of pediatric speech and language disorders, gross and fine motor delays, learning differences and behavioral challenges. National Speech provides the following services disorders/weaknesses: Articulation Auditory Processing Augmentative/Alternative Communication Autism Spectrum Disorder Behavior concerns Feeding Gross and fine motor delays Reading Difficulties Receptive/Expressive Language Delay Social Skills and Social Language Stuttering/Cluttering Vocabulary Word Retrieval Ages: Birth to 21 *We provide services to adults in the Stuttering Clinic as well as those who have reading and learning difficulties.",.05,412 1ST STREET SE Washington DC 20003 ,true,"Local Business Enterprise (LBE);Small Business Enterprise (SBE);",26564,399518.01,135177.63,38.8844363623921,-77.0055552616361
136,Navantic LLC,"Eric Sudol;Sue Bowman",2021-01-16T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.navantic.com,1,2018-01-16T00:00:00.000Z,12,2022106444,,LLC,,esudol@navantic.com,2017-10-13T00:00:00.000Z,Sue Bowman,LSDZR5686012021,"Information Technology services to include management consulting, enterprise software development and electronic records management solutions, including cloud-based solutions.",,1334 BELMONT STREET NW Washington DC 20009 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);Resident Owned Business (ROB);",306112,397304.41,139228.62,38.9209251121378,-77.0310844001634
137,NBA Office Products,Nevin Byrd,2021-11-07T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.nbaofficepro.com,6,2018-11-07T00:00:00.000Z,9,2405088468,,Corporation,2405421451,nbyrd@nbaofficepro.com,2007-01-11T00:00:00.000Z,Nevin Byrd,LSDZ41710112021,"Office supply, office furniture, breakroom and printing",.09,20 F STREET NW WASHINGTON DC 20001 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);",307939,399134.79,136577.79,38.8970492326312,-77.0099738951736
138,NBB Media Solutions LLC,Aprile Brown,2020-07-26T00:00:00.000Z,2019-02-08T05:02:22.000Z,http://www.nbbmedia.solutions,4,2017-06-27T00:00:00.000Z,12,2026699467,,LLC,,aprile@nbbmedia.com,2016-12-07T00:00:00.000Z,Aprile Brown,LSDR30192072020,"NBB Media Solutions is a social marketing and advertising agency with a full range of communication services for non-profit, government agencies, and for-profit companies that positions customers for success. Our staff with over twenty years of experience in media planning, creating non-traditional ideas and maximizing the best exposure for optimal results.\r\n\r\nNBB Media Solutions offers the best advice regarding the selection and use of media in the most effective ways. We map out specific advertising needs so you can easily connect with your target audience. Our actions focus on giving you the competitive edge needed in todays cluttered marketing environment. As a subject matter expert on local, regional, and national communications campaigns, we offer creative solutions, strategic planning, and superior interpersonal skills. We are about improving your ROI (return on investment). \r\n\r\nNBB Media Solutions will handle all of your production needs. We offer a collaborative, participatory, and hands-on approach to project management and client work to strengthen project knowledge, ensure comprehensive teamwork and produce superior communications deliverables. What differentiates NBB Media Solutions from the other agencies we are metric-driven specialists, who work to exceed every expectation.\r\n\r\nVisit us at :https://www.nbbmedia.solutions/",,132 SHERIDAN STREET NE Washington DC 20011 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);Resident Owned Business (ROB);",286048,399621.28,144299.35,38.966607745594,-77.0043700376811
139,"NEAN Consulting, LLC",Delia Houseal,2021-11-30T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.neanconsulting.org,8,2018-11-30T00:00:00.000Z,10,2023747424,,LLC,,info@neanconsulting.org,2015-12-11T00:00:00.000Z,Delia Houseal,LSR44570112021,"NEAN Consulting, LLC. is a full-service consulting firm specializing in social science research and evaluation to helps governments and organizations in both private and public sectors develop innovative strategies to guide the development, implementation and evaluation of public health programs and policies",.1,532 FOXHALL PLACE SE Washington DC 20032 ,true,"Local Business Enterprise (LBE);Small Business Enterprise (SBE);Resident Owned Business (ROB);",10361,400158.34,129546.42,38.8337081647526,-76.9981763206955
140,"Annies Hardware, LLC","Anne Stom;Anne Stom;Anne Stom;Anne Stom",2021-06-18T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.annieshardware.com,4,2018-06-18T00:00:00.000Z,12,2027262658,,LLC,,annie@annieshardware.com,2010-07-30T00:00:00.000Z,,LSDZR55508062021,Retail Hardware Store,.12,1240 UPSHUR STREET NW WASHINGTON DC 20011 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);Resident Owned Business (ROB);",225297,397599.02,141526.44,38.9416254325862,-77.0276951216766
141,Answer Title & Escrow LLC (d/b/a Answer Title),"Michele Hagans;Donna Shuler;S Kathryn Allen",2021-06-25T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.answertitle.com,6,2018-06-25T00:00:00.000Z,12,2022040600,,LLC,2022040610,hlawery@answertitle.com,2004-07-07T00:00:00.000Z,Donna Fitzgerald Shuler,LSDZR56256062021,Real Estate Title and Escrow Services,.12,10 G STREET NE WASHINGTON DC 20002 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);Resident Owned Business (ROB);",156287,399294.38,136801.73,38.8990667077042,-77.008134417016
142,"APH Innovative Consulting Group, LLC",Ari Hairston,2021-09-27T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.aph-icg.com,7,2018-09-27T00:00:00.000Z,12,202-422-4756,,LLC,,ahairston@aph-icg.com,2017-03-24T00:00:00.000Z,Ari Hairston,LSDZR02625092021,"APH Innovative Consulting Group, LLC, is a Washington, D.C. based company that provides world class expertise and professional services in Information Technology (IT), Consulting Services and Records Management Services to commercial, non-profit, and government agencies/organizations in the Washington, D.C. area. We pride ourselves on our ability to bring constructive innovative experiences into every business opportunity.\r\n\r\nAs IT consulting professionals, we specialize in managing complex technology implementations, protecting our customers information and data systems, as well as guaranteeing continuity of operations during change management processes. \r\n\r\nAPH has the necessary skills to critically analyze the potential impact of upcoming technologies on various industrial sectors. Our central focus is on product/project management, data protection and security procedures, cloud migrations, strategic planning, and technology development. We also offer complementary services such as facilities support and management, administrative services, and data processing.",.12,2707 30TH STREET SE Washington DC 20020 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);Resident Owned Business (ROB);",146846,403029.19,132077.97,38.856508286262,-76.9651001905213
143,Aqui Creative Group,Antoinette Charles-Aqui,2019-11-09T00:00:00.000Z,2019-02-08T05:02:22.000Z,,2,2016-10-06T00:00:00.000Z,9,2024388493,,LLC,,aqui@aquicreativegroup.com,2016-09-12T00:00:00.000Z,Antoinette Charles-Aqui,LSDZ3202112019,"Aqui Creative group will provide photography, videography, printing, graphic design, web design and logo design, public relations, customer service management and other personal care services",,1875 I STREET NW Washington DC 20006 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);",279443,396281.88,137075.69,38.9015270571412,-77.0428641235193
144,Aquicore,"CAH Capital;Bobby Johnson;Alexander Arkin;Alexander Soya;AWE Awquicore;1776 Seed Investors;Acceleprise Venture Capital;Andrew Gostine;Benjamin Foster;Adam Sledd;721 LLC;Virescit LLC;Tim McLaughlin;Kiddar Capital;Logan Soya;Grayson Witmer;Jane Mooney;Jeanne Johnson;Pinnacle Investments;Dmitri Mehlhorn;NDA XIII;Ninth Wave;Randall Horsey;K Investments;Robert Blair;Crystal Tech Fund;David Cohen;Paul Mandell;Marc Solomom;R Revell Horsey;Hilltop Road Investors;Mark Taylor;Kathleen Rooney;Zahava Soya;Charles Krick;Navitas Capital;James and Laura Hunt;Efficient Capacity;Grant Mooney",2019-08-29T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.aquicore.com,6,2016-08-29T00:00:00.000Z,5,2024460246,,Corporation,,legal@aquicore.com,2011-01-31T00:00:00.000Z,Randall Horsey,LS60425082019,"Aquicore provides energy monitoring solutions for commercial, corporate and government buildings. The service is provided through a combination of web-enabled meters and a software-as-a-service data analytics platform that is offered on a subscription basis. The Aquicore platform has served Washington DCs Department of General Services in compliance with the benchmarking and disclosure ordinance.",,875 N STREET NW Washington DC 20001 ,true,"Local Business Enterprise (LBE);Small Business Enterprise (SBE);",304861,397957.94,137723.8,38.9073709510343,-77.0235436944798
145,"Aramat & Associates, Inc.",Tamara Williams,2019-06-22T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.aramatandassociates.com,5,2016-06-22T00:00:00.000Z,12,2029972621,,Corporation,,drwilliams@aramatandassociates.com,2016-01-13T00:00:00.000Z,Tamara Williams,LSDRV17857062019,"Management, Marketing, Construction, and IT Consulting Services.We help improve your contracting activities by researching and identifying costly procurement processes and offering solutions and assistance implementing sustainable practices. Our SMEs possess the unique experience of supporting government officials in contract management activities along with researching the needs of businesses in the field of government contracting. Through leadership development, marketing, competition, and information technology, we tailor business training and processes solutions to maximize efficiency in corporate performance.",,2024 JACKSON STREET NE Washington DC 20018 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Veteran Owned Business (VOB);Small Business Enterprise (SBE);Resident Owned Business (ROB);",52606,402189.3,140275.79,38.9303597573801,-76.9747505810107
146,"Architrave P.C., Architects","Robert Weinstein;Judith Capen",2019-12-22T00:00:00.000Z,2019-02-08T05:02:22.000Z,http://www.architravepc.com/,6,2016-12-22T00:00:00.000Z,12,2025441640,,Corporation,2025441642,robert.weinstein@architravepc.com,1984-11-02T00:00:00.000Z,Robert A Weinstein,LSZXR44940122019,"Full range of architectural services specializing in Historic Preservation, alterations and repairs, sustainable design, space planning, energy conservation, envelope analysis, accessibility surveys and design, peer review, building diagnostics, waterproofing and roofing design, Cultural Landscape Reports (CLRs), Historic Structures Reports (HSRs) and Building Evaluation Reports (BERs) including Historic American Survey (HABS) Documentation. Preparing Section 106 submittals and presentations before the Commission of Fine Arts (CFA), the National Capitol Planning Commission (NCPC), and the District of Columbia Historic Preservation Review Board (HPRB).",,420 10TH STREET SE WASHINGTON DC 20003 ,true,"Local Business Enterprise (LBE);Longtime Resident Business (LRB);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);Resident Owned Business (ROB);",25898,400654.91,135072.54,38.8834895595242,-76.992451818248
147,"Nspiregreen, LLC","Veronica Davis;Chancee Lundy;Chancee Lundy;Veronica Davis",2021-07-24T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.nspiregreen.com,2,2018-07-24T00:00:00.000Z,12,2027935600,,LLC,8883472417,info@nspiregreen.com,2009-09-14T00:00:00.000Z,,LSDZR15320072021,"Nspiregreen LLC is an environmental consulting firm establish to shape approaches and attitudes for sustainability and community development through public involvement and outreach. With our engineering and urban planning backgrounds we specialized in public involvement and outreach for environmental planning and compliance; environmental justice, facility planning and facility environmental program management; civil infrastructure (transportation, wastewater treatment); and master planning.",.12,1012 14TH STREET NW WASHINGTON DC 20005 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);Resident Owned Business (ROB);",240262,397190.06,137260.45,38.9031948129394,-77.0323949817134
148,"NT Group, LLC","Kidest Assegued;Mel Negussie",2019-09-08T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.govcontractservices.com,3,2016-08-17T00:00:00.000Z,12,2027750457,,LLC,2027750458,mel@govcontractservices.com,2003-12-31T00:00:00.000Z,Mel Negussie,LSDR88934092019,"We provide professional services and solutions to the private sector and the federal government, and we plan to provide services to state and local governments. We focus on two main core areas: Professional Employment and Staff Placement Services; Environmental and Habitat Restoration Services; and Information Technology Services.",,3631 UPTON STREET NW WASHINGTON DC 20008 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);Resident Owned Business (ROB);",222879,393941.04,141620.17,38.9424521667547,-77.0698904589748
149,NVS Construction Company,Natarajan Visalaskshi Satish,2021-07-02T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.nvsconstructioncompany@verizon.net,5,2018-07-02T00:00:00.000Z,9,2028321838,,Corporation,2028321838,nvsconst@gmail.com,2003-07-24T00:00:00.000Z,Natarajan Visalaskshi Satish,LSDZ46468072021,"General Construction, Expansion Joints, Waterproofing, Commercial",.09,1818 NEW YORK AVENUE NE WASHINGTON DC 20002 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);",55416,402020.97,138872.09,38.9177151838825,-76.9766960805832
150,OAW LLC,owen wilson,2021-03-30T00:00:00.000Z,2019-02-08T05:02:22.000Z,,4,2018-03-02T00:00:00.000Z,12,2024155805,,LLC,2404673981,oawtrucking@gmail.com,2012-04-15T00:00:00.000Z,Antoine Terrell,LSDR45237032021,"OAW trucking, services include, Waste management, Recycling, Roll off containers, Material Transport, Excavation Services, Demolition, Bulk Trash removal, Dump Trucks and Construction management",,7215 BLAIR ROAD NW Washington DC 20012 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);Resident Owned Business (ROB);",251211,398208.68,145489.36,38.9773258901125,-77.0206730921137
151,"Octane, LLC","Everett Hamilton;Sheila McGee",2020-02-03T00:00:00.000Z,2019-02-08T05:02:22.000Z,octanepublicrelations.com,2,2017-01-25T00:00:00.000Z,7,2022322211,,LLC,2022324656,hamilton@octane-inc.com,2000-06-07T00:00:00.000Z,Everett Hamilton,LSD55498022020,"Media Planning and Strategies; Public Relations and Event Development",,1436 U STREET NW WASHINGTON DC 20009 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);",301293,397089.58,138736.71,38.9164931406827,-77.0335596430242
152,"Capitol Site Logistics, LLC","James Anderson;Stuart Himelfarb",2021-11-30T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.capitolsite.com,2,2018-11-30T00:00:00.000Z,4,2025597244,,LLC,,cdouglas@capitolsite.com,2014-11-16T00:00:00.000Z,olandan davenport,LZ77639112021,Leasing trucks to haul dirt and aggregates.,.04,777 6TH STREET NW Washington DC 20001 ,false,"Local Business Enterprise (LBE);Development Enterprise Zone (DZE);",300390,398296.08,136848.69,38.89948837206,-77.0196429776079
153,Capitol Standard LLC,"Kiel Russell;Ursula Lauriston",2019-11-10T00:00:00.000Z,2019-02-08T05:02:22.000Z,capitolstandard.com,6,2016-11-10T00:00:00.000Z,12,6179393751,,LLC,6179393751,info@capitolstandard.com,2014-02-22T00:00:00.000Z,Ursula Lauriston,LSDZR78055112019,"A media production and training company. We offer branding services including: photography, logo creation, website and landing page creation, project management for web and publication development, content, content marketing, advertorials, and, sponsored content. We train individuals and groups in content creation, ideation, and social media creation and management, and presentation and crisis media training. We also have an IT Assets Management arm that can set up and maintain your IT systems.",,43 K STREET NW Washington DC 20001 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);Resident Owned Business (ROB);",310112,398998.62,137217.52,38.9028120052458,-77.0115445568602
154,"Capitol Works, Inc.",James Peters III,2019-06-03T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.capitolworksinc.com,4,2016-06-03T00:00:00.000Z,12,2023636286,,Corporation,2023630310,capworks@msn.com,1997-03-01T00:00:00.000Z,James P Peters III,LSDXRV86299062019,Consumer Approved Fireworks/Displayed Pyrotecnics,,6955 GREENVALE STREET NW WASHINGTON DC 20015 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Longtime Resident Business (LRB);Veteran Owned Business (VOB);Small Business Enterprise (SBE);Resident Owned Business (ROB);",261186,395097.2,146032.06,38.9822027907001,-77.0565856346707
155,"Carlyn Madden Consulting Services, LLC",Carlyn Madden,2019-11-09T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.carlynmaddenconsulting.com,6,2016-11-09T00:00:00.000Z,12,8502284684,,Sole Proprietorship,,,2013-06-01T00:00:00.000Z,Carlyn Madden,LSDZR85219112019,"The primary services are consulting on organizational development and various aspects of management and aspects of external relations. A secondary service is fundraising strategy, including grant writing.",,410 11TH STREET NE Washington DC 20002 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);Resident Owned Business (ROB);",288103,400714.8,136381.86,38.8952843589268,-76.991760192448
156,Carr City Centers,"Oliver Carr, Jr.",2021-10-31T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.carrcitycenters.com,2,2018-10-31T00:00:00.000Z,4,2023491441,,LLC,,info@carrcc.com,2018-11-01T00:00:00.000Z,Jessica Harrison,LZ72411102021,"Carr City Centers, LLC is a privately held mixed-use acquisitions and development company founded by Chairman Oliver T. Carr Jr.",.04,1455 PENNSYLVANIA AVENUE NW Washington DC 20004 ,false,"Local Business Enterprise (LBE);Development Enterprise Zone (DZE);",299578,397177.3,136520.77,38.8965314697319,-77.0325390484548
157,E. C. Lyon Electric Company,Enrique Lyon,2019-12-21T00:00:00.000Z,2019-02-08T05:02:22.000Z,,5,2016-12-05T00:00:00.000Z,10,2026357680,,Sole Proprietorship,2026352780,eclyon@hotmail.com,1979-01-01T00:00:00.000Z,Enrique Lyon,LSR57066122019,ELECTRICAL WIRING AND CONSTRUCTION,,3719 12TH STREET NE WASHINGTON DC 20017 ,true,"Local Business Enterprise (LBE);Small Business Enterprise (SBE);Resident Owned Business (ROB);",117011,400793.13,140807.62,38.9351530132184,-76.9908521364074
158,"Eagle Solutions, LLC.",Richard Tynes,2021-12-14T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.eagle.work,6,2018-12-14T00:00:00.000Z,12,2024383031,,LLC,2022914715,rich@eagle.work,2012-10-15T00:00:00.000Z,Richard Tynes,LSDZR28098122021,Maintenance and Janitorial,.12,611 L STREET NW WASHINGTON DC 20001 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);Resident Owned Business (ROB);",238639,398223.63,137394.36,38.9044038177609,-77.020479600384
159,Robtco Property Management,Robert Jones,2021-08-20T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.robtco.com,5,2018-08-20T00:00:00.000Z,12,2025622779,,LLC,,rjones@robtco.com,2003-03-06T00:00:00.000Z,Robert Jones,LSRV85092082021,Property Management company for single home owers and investors with a real estate portfolio.,.12,1718 NEWTON STREET NE WASHINGTON DC 20018 ,true,"Local Business Enterprise (LBE);Veteran Owned Business (VOB);Small Business Enterprise (SBE);Resident Owned Business (ROB);",57315,401704.06,140708.56,38.9342593564405,-76.9803458283696
160,ROCK SOLID District Group LLC,"Arvella Gardner;DELORES JOHNSON",2019-09-23T00:00:00.000Z,2019-02-08T05:02:22.000Z,,2,2016-09-23T00:00:00.000Z,12,2022397600,,LLC,,calltherock@ymail.com,2012-12-03T00:00:00.000Z,Arvella Gardner,LSDZRV43652092019,"ROCK SOLID District Group LLC is a premier, environmentally friendly, full service commercial cleaning company that provides every aspect of custodial services. Services include detailed office cleaning, trash removal, light pressure washing, and complete floor maintenance such as stripping/waxing, carpet cleaning, and machine scrubbing. We employ a state-of-the-art quality control system that results in a more efficient and cost effective management. ROCK SOLID also provides LEED certification assistance, as well as offers customized green cleaning programs for commercial and government facilities.",,1025 CONNECTICUT AVENUE NW WASHINGTON DC 20036 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Veteran Owned Business (VOB);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);Resident Owned Business (ROB);",241803,396587.94,137273.65,38.9033115921434,-77.0393367130133
